PurchaseID,PurchaseDate,BranchCode,SupplierCode,ItemCode,Quantity,UnitBuyPrice,TotalCost
PUR01758,2026-02-18,TGI,SUP002,SSD003,8,141153.1,1129224.8
PUR01759,2026-03-20,TGI,SUP002,SSD002,3,85657.87,256973.61
PUR01760,2025-11-09,LLM,SUP001,MOUSE001,15,4751.19,71267.85
PUR01761,2026-02-22,TGI,SUP001,RAM001,3,54255.63,162766.89
PUR01762,2026-01-21,TGI,SUP006,SOFT002,12,87446.49,1049357.88
PUR01763,2025-10-22,LLM,SUP003,FAN001,9,19362.94,174266.46
PUR01764,2025-11-18,LLM,SUP001,RAM002,14,95743.9,1340414.6
PUR01765,2026-06-26,TGI,SUP002,KB002,7,11479.64,80357.48
PUR01766,2025-11-27,TGI,SUP001,RAM002,10,93742.58,937425.8
PUR01767,2025-11-13,LLM,SUP007,MON001,2,336970.85,673941.7
PUR01768,2026-03-05,TGI,SUP005,SW001,8,54984.05,439872.4
PUR01769,2025-11-06,LLM,SUP003,HUB001,36,7186.29,258706.44
PUR01770,2025-12-21,TGI,SUP006,SOFT001,10,29477.98,294779.8
PUR01771,2026-04-12,TGI,SUP006,SOFT002,29,83865.36,2432095.44
PUR01772,2025-11-26,LLM,SUP001,MOUSE002,35,3089.45,108130.75
PUR01773,2026-03-29,LLM,SUP006,SOFT003,30,89602.52,2688075.6
PUR01774,2026-01-15,TGI,SUP002,SSD003,13,151470.32,1969114.16
PUR01775,2026-02-15,TGI,SUP006,SOFT002,19,85828.85,1630748.15
PUR01776,2026-04-23,LLM,SUP003,FAN001,5,18888.82,94444.1
PUR01777,2026-03-06,TGI,SUP002,SSD002,7,86275.07,603925.49
PUR01778,2026-07-28,TGI,SUP001,BAG001,26,6608.58,171823.08
PUR01779,2026-02-01,TGI,SUP005,ROUT002,28,73609.61,2061069.08
PUR01780,2026-04-15,LLM,SUP003,PSU001,7,62632.81,438429.67
PUR01781,2025-10-05,LLM,SUP002,KB002,18,12732.59,229186.62
PUR01782,2026-01-05,LLM,SUP004,LAN001,6,5302.66,31815.96
PUR01783,2026-05-16,TGI,SUP001,RAM002,9,99014.39,891129.51
PUR01784,2025-11-09,TGI,SUP001,BAG001,25,6806.65,170166.25
PUR01785,2026-04-14,TGI,SUP007,MON001,3,335006.59,1005019.77
PUR01786,2025-10-28,TGI,SUP007,LAP001,4,1921262.36,7685049.44
PUR01787,2026-03-12,TGI,SUP005,ROUT001,34,45466.52,1545861.68
PUR01788,2026-03-06,LLM,SUP002,KB001,38,6868.21,260991.98
PUR01789,2026-04-29,TGI,SUP003,HUB001,11,6816.91,74986.01
PUR01790,2026-04-11,TGI,SUP002,KB001,30,7117.08,213512.4
PUR01791,2025-11-23,LLM,SUP002,KB001,25,7503.08,187577.0
PUR01792,2025-11-12,TGI,SUP004,HDD001,12,80836.58,970038.96
PUR01793,2026-05-21,LLM,SUP006,SOFT002,22,81616.41,1795561.02
PUR01794,2026-01-11,LLM,SUP005,ROUT002,21,80617.34,1692964.14
PUR01795,2025-10-28,LLM,SUP004,HDD001,12,87978.16,1055737.92
PUR01796,2025-09-09,LLM,SUP004,HDD001,4,87218.18,348872.72
PUR01797,2026-08-16,TGI,SUP004,LAN001,22,5075.5,111661.0
PUR01798,2025-10-26,TGI,SUP007,LAP002,3,1436642.59,4309927.77
PUR01799,2026-03-10,TGI,SUP001,BAG002,26,10587.48,275274.48
PUR01800,2026-02-04,TGI,SUP003,CAM001,14,12292.68,172097.52
